trade_id,trade_ts,user_id,session_id,notional_usd,fee_usd
13863,2025-12-12 12:37:42.886614327,11543,69473,54.82,0.0987
13864,2025-12-03 16:33:31.908751816,11546,69484,14.11,0.0254
13865,2025-12-15 17:55:09.773776342,11546,69487,279.37,0.5029
13866,2026-01-06 15:20:06.000244385,11547,69489,61.86,0.1113
13867,2026-01-08 13:24:53.354694287,11548,69500,168.43,0.3032
13868,2025-12-16 23:26:39.352906492,11548,69503,127.41,0.2293
13869,2025-11-25 14:30:18.623072338,11552,69518,70.47,0.1268
13870,2026-01-11 00:58:36.112639899,11552,69526,1629.01,2.9322
13871,2025-12-17 16:02:09.307888521,11554,69531,63.94,0.1151
13872,2025-12-16 01:49:58.351920992,11554,69536,295.21,0.5314
13873,2026-01-22 11:52:51.914532603,11556,69544,191.81,0.3453
13874,2025-12-15 10:31:38.089689340,11556,69545,91.25,0.1642
13875,2026-01-02 08:22:23.738999866,11557,69553,50.92,0.0917
13876,2025-12-26 05:38:23.819285557,11558,69557,189.05,0.3403
13877,2026-01-25 06:27:09.969316765,11560,69571,206.72,0.3721
13878,2026-01-23 01:53:20.623525757,11561,69574,104.74,0.1885
13879,2026-01-17 13:39:55.708650878,11561,69577,82.76,0.149
13880,2026-01-21 07:07:32.999955658,11561,69579,197.95,0.3563
13881,2026-01-12 14:09:17.700392042,11562,69583,44.77,0.0806
13882,2026-01-27 08:44:46.937677738,11562,69586,68.76,0.1238
13883,2025-10-31 21:03:08.246784487,11564,69597,24.35,0.0438
13884,2026-01-13 20:24:48.839319372,11565,69599,288.8,0.5198
13885,2025-11-21 20:01:04.340414445,11565,69600,167.24,0.301
13886,2025-10-24 19:19:21.641628098,11565,69601,30.06,0.0541
13887,2026-01-28 23:33:01.116637822,11565,69606,76.22,0.1372
13888,2025-12-21 15:06:45.999665226,11566,69608,117.42,0.2114
13889,2025-12-26 23:52:46.667880407,11566,69614,44.8,0.0806
13890,2026-01-19 07:53:18.870405748,11568,69617,12.86,0.0231
13891,2025-12-18 01:47:59.372513597,11569,69620,234.49,0.4221
13892,2026-01-28 11:20:00.460863047,11569,69621,20.12,0.0362
13893,2026-01-23 21:56:23.262535970,11569,69622,201.53,0.3628
13894,2026-01-10 10:29:18.967474532,11570,69623,556.37,1.0015
13895,2025-10-20 03:36:26.776608557,11571,69626,101.13,0.182
13896,2026-01-26 15:50:05.714536777,11572,69635,640.07,1.1521
13897,2026-01-24 21:34:03.782926565,11572,69639,220.47,0.3968
13898,2026-01-22 18:22:19.434957899,11573,69640,23.85,0.0429
13899,2026-01-02 04:09:24.466185386,11573,69644,170.57,0.307
13900,2026-01-27 01:54:03.539939891,11574,69647,68.57,0.1234
13901,2025-11-22 00:41:00.099747135,11575,69658,384.36,0.6918
13902,2025-12-31 20:30:25.270016086,11577,69665,134.87,0.2428
13903,2026-01-16 05:26:44.429870092,11578,69673,165.26,0.2975
13904,2026-01-26 20:21:58.504991680,11580,69682,209.79,0.3776
13905,2026-01-27 16:33:59.717834515,11580,69686,356.79,0.6422
13906,2026-01-26 18:38:35.008011386,11586,69705,120.14,0.2163
13907,2026-01-09 00:16:15.045885704,11587,69713,68.61,0.1235
13908,2025-12-28 22:45:13.400736505,11587,69717,96.95,0.1745
13909,2026-01-13 03:26:39.229794846,11587,69718,463.89,0.835
13910,2026-01-15 17:04:17.532291758,11587,69719,295.85,0.5325
13911,2025-12-26 11:46:00.963469501,11589,69723,47.9,0.0862
13912,2025-11-07 16:30:44.456956866,11590,69734,926.18,1.6671
13913,2026-01-25 01:29:18.789783394,11591,69738,88.47,0.1592
13914,2026-01-20 12:19:42.886830895,11591,69740,141.81,0.2553
13915,2026-01-11 09:28:04.788260917,11591,69742,40.59,0.0731
13916,2026-01-25 20:01:13.477664623,11593,69750,1038.84,1.8699
13917,2026-01-23 19:52:01.759803409,11593,69753,305.85,0.5505
13918,2026-01-20 22:43:41.710503836,11593,69754,2525.21,4.5454
13919,2026-01-25 17:22:13.653532576,11593,69756,937.38,1.6873
13920,2026-01-23 20:31:59.759271734,11593,69757,218.71,0.3937
13921,2025-12-11 18:05:12.875035264,11594,69761,24.74,0.0445
13922,2026-01-24 21:22:21.109195780,11596,69778,120.37,0.2167
13923,2025-12-26 12:31:08.221714287,11599,69795,183.44,0.3302
13924,2026-01-22 14:11:32.213450036,11600,69797,164.08,0.2953
13925,2026-01-13 19:06:47.179915410,11600,69803,177.57,0.3196
13926,2025-11-29 09:46:44.271313291,11601,69804,125.86,0.2265
13927,2026-01-26 02:00:57.253503316,11602,69812,72.35,0.1302
13928,2025-12-10 02:48:14.572650198,11604,69823,126.88,0.2284
13929,2025-10-25 22:34:07.416161478,11604,69825,42.53,0.0766
13930,2026-01-20 03:14:14.388296098,11606,69832,106.06,0.1909
13931,2026-01-03 22:34:41.812497586,11606,69834,97.83,0.1761
13932,2026-01-04 06:16:16.413812005,11607,69838,82.53,0.1486
13933,2025-12-24 07:35:40.785641540,11607,69840,142.44,0.2564
13934,2025-12-04 12:03:16.933917676,11608,69843,50.56,0.091
13935,2026-01-02 02:43:53.313696483,11610,69849,68.38,0.1231
13936,2025-12-21 18:34:19.303059082,11610,69852,999.07,1.7983
13937,2026-01-24 13:25:35.466666073,11611,69856,224.1,0.4034
13938,2026-01-17 14:10:59.582595724,11612,69863,91.55,0.1648
13939,2025-10-22 22:33:11.548209554,11613,69869,134.26,0.2417
13940,2025-11-09 20:42:01.697953008,11614,69872,285.34,0.5136
13941,2026-01-24 22:10:35.087624733,11615,69874,2548.78,4.5878
13942,2026-01-05 01:03:06.955209879,11615,69877,69.04,0.1243
13943,2026-01-03 20:44:39.348557746,11616,69881,126.21,0.2272
13944,2026-01-26 03:13:54.814338123,11616,69882,122.53,0.2206
13945,2026-01-29 00:01:43.704186796,11618,69891,245.91,0.4426
13946,2026-01-24 22:54:02.411781731,11620,69900,31.91,0.0574
13947,2026-01-17 03:31:35.896456759,11620,69901,291.02,0.5238
13948,2026-01-17 03:11:06.662546918,11620,69902,145.24,0.2614
13949,2025-12-07 02:16:20.216357340,11622,69909,77.75,0.14
13950,2025-12-09 04:56:36.045240903,11623,69913,158.23,0.2848
13951,2025-12-19 10:31:28.412320618,11623,69917,1081.33,1.9464
13952,2026-01-20 21:17:26.715137501,11623,69918,464.75,0.8366
13953,2025-12-22 14:38:01.865912833,11624,69924,43.48,0.0783
13954,2026-01-15 00:03:05.983549887,11625,69926,498.2,0.8968
13955,2026-01-28 14:48:17.492318875,11627,69930,687.4,1.2373
13956,2026-01-26 12:12:08.857299072,11627,69932,224.53,0.4042
13957,2026-01-28 20:05:00.482198509,11627,69936,300.16,0.5403
13958,2025-12-04 10:34:24.126483282,11629,69943,280.09,0.5042
13959,2025-12-16 03:34:43.158961438,11629,69945,687.83,1.2381
13960,2025-11-15 07:54:46.295404269,11630,69950,1036.94,1.8665
13961,2025-11-16 01:11:17.597417966,11631,69953,295.54,0.532
13962,2025-12-27 09:05:01.551782450,11631,69960,76.9,0.1384
13963,2026-01-15 11:42:58.104983289,11632,69962,120.38,0.2167
13964,2025-12-19 13:10:44.640929094,11632,69966,74.66,0.1344
13965,2025-12-22 06:23:06.342288293,11633,69968,173.38,0.3121
13966,2026-01-20 13:53:16.089661734,11633,69976,110.78,0.1994
13967,2025-12-26 04:42:57.451143404,11633,69977,390.9,0.7036
13968,2026-01-13 11:45:04.796840817,11633,69978,184.69,0.3324
13969,2026-01-25 22:26:36.783434895,11633,69979,36.43,0.0656
13970,2026-01-16 12:40:13.322229819,11634,69980,1144.25,2.0596
13971,2026-01-22 16:20:49.847632810,11634,69985,17.34,0.0312
13972,2026-01-21 03:11:27.410300059,11636,69991,395.21,0.7114
13973,2026-01-25 01:23:09.117336932,11636,69992,102.42,0.1844
13974,2025-12-11 05:45:22.481257083,11637,69999,16.6,0.0299
13975,2025-12-19 12:47:28.201506485,11640,70017,75.92,0.1367
13976,2026-01-11 01:15:40.674677627,11640,70018,28.84,0.0519
13977,2025-12-22 05:33:53.747524624,11641,70021,339.34,0.6108
13978,2025-10-15 16:48:54.476372658,11641,70023,206.53,0.3718
13979,2025-12-25 03:00:47.662403278,11641,70025,40.86,0.0735
13980,2026-01-20 19:29:36.250442136,11644,70039,206.84,0.3723
13981,2026-01-28 16:22:27.218915446,11645,70049,481.21,0.8662
13982,2025-11-23 08:25:40.952096568,11648,70067,118.81,0.2139
13983,2025-12-26 15:00:58.857639558,11649,70073,148.87,0.268
13984,2025-12-25 09:56:43.493999356,11650,70089,118.4,0.2131
13985,2026-01-10 16:10:50.160979317,11651,70097,66.6,0.1199
13986,2025-12-30 22:54:22.781986826,11651,70098,86.92,0.1565
13987,2026-01-05 12:57:14.008108249,11651,70100,189.21,0.3406
13988,2025-11-17 17:17:10.569704456,11653,70108,88.32,0.159
13989,2025-11-09 15:46:22.630663952,11653,70111,45.88,0.0826
13990,2025-12-16 05:19:00.647772145,11654,70115,169.05,0.3043
13991,2026-01-22 14:19:45.418073773,11655,70119,377.0,0.6786
13992,2026-01-21 11:28:33.135273202,11657,70127,99.99,0.18
13993,2026-01-08 23:45:55.207843310,11658,70134,172.15,0.3099
13994,2026-01-21 20:21:33.315435893,11659,70138,113.02,0.2034
13995,2025-12-25 03:03:53.010561308,11659,70139,161.73,0.2911
13996,2026-01-15 01:26:46.918748217,11662,70155,48.49,0.0873
13997,2026-01-16 11:17:50.242501887,11663,70158,1592.31,2.8662
13998,2026-01-07 12:12:15.398445042,11664,70162,40.58,0.073
13999,2025-11-26 12:58:48.107812264,11665,70171,110.67,0.1992
14000,2025-11-20 19:50:41.893504999,11665,70172,228.78,0.4118
14001,2025-12-11 21:39:20.194681737,11667,70178,119.08,0.2143
14002,2026-01-14 07:14:44.707488379,11667,70179,59.9,0.1078
14003,2025-11-10 21:04:24.347834588,11667,70183,80.09,0.1442
14004,2026-01-27 16:57:05.290618702,11667,70185,20.58,0.037
14005,2026-01-05 15:51:33.026157269,11668,70189,277.0,0.4986
14006,2025-12-31 04:10:06.680782194,11668,70191,131.12,0.236
14007,2025-11-18 12:46:07.060941443,11671,70205,55.56,0.1
14008,2025-11-30 19:47:30.122613962,11671,70208,222.68,0.4008
14009,2025-11-05 09:46:48.198173597,11672,70214,324.79,0.5846
14010,2025-11-18 09:07:49.987475797,11672,70215,182.55,0.3286
14011,2025-12-28 12:10:46.430866563,11672,70216,170.47,0.3068
14012,2026-01-25 15:52:50.061197933,11673,70220,43.14,0.0777
14013,2025-12-09 14:56:26.976171070,11673,70221,331.98,0.5976
14014,2025-12-31 11:16:11.203638817,11674,70229,106.58,0.1918
14015,2026-01-09 13:33:28.870083747,11675,70234,68.47,0.1232
14016,2026-01-08 13:35:19.253832041,11675,70235,148.68,0.2676
14017,2025-12-28 03:39:01.030329415,11676,70240,12.36,0.0222
14018,2026-01-03 00:30:03.259781003,11676,70242,10.71,0.0193
14019,2025-11-19 00:47:44.613163270,11676,70244,66.88,0.1204
14020,2025-11-14 20:52:15.298557978,11676,70245,1015.33,1.8276
14021,2025-12-07 19:14:23.334693678,11676,70247,104.01,0.1872
14022,2025-12-31 19:50:32.478313616,11678,70259,74.2,0.1336
14023,2026-01-28 06:09:37.504751665,11678,70260,35.26,0.0635
14024,2026-01-26 08:33:59.620402027,11680,70272,105.69,0.1902
14025,2026-01-22 09:01:23.512247524,11682,70280,374.91,0.6748
14026,2025-12-24 11:08:04.222606240,11683,70284,24.24,0.0436
14027,2025-12-25 22:39:33.462048382,11683,70285,393.92,0.7091
14028,2026-01-01 15:21:29.756719271,11684,70288,139.88,0.2518
14029,2026-01-25 15:01:30.566535634,11685,70290,108.69,0.1956
14030,2026-01-14 04:11:37.774353831,11686,70295,215.31,0.3876
14031,2026-01-24 10:59:21.792805934,11686,70298,261.46,0.4706
14032,2025-11-24 09:14:15.255242121,11687,70299,317.08,0.5707
14033,2025-11-12 14:54:31.418614936,11687,70304,437.5,0.7875
14034,2026-01-15 03:19:09.570932082,11688,70312,41.33,0.0744
14035,2026-01-16 18:44:26.196047851,11688,70313,54.95,0.0989
14036,2026-01-26 08:11:16.169276385,11688,70319,77.47,0.1394
14037,2026-01-15 23:12:41.929492066,11688,70322,77.02,0.1386
14038,2026-01-17 13:18:43.025058212,11689,70324,452.95,0.8153
14039,2025-12-31 19:31:05.830273454,11689,70328,369.84,0.6657
14040,2026-01-12 21:06:59.200267728,11689,70331,844.78,1.5206
14041,2026-01-24 23:38:37.303520583,11691,70334,340.3,0.6125
14042,2026-01-23 12:18:34.978749176,11691,70336,120.68,0.2172
14043,2026-01-22 23:32:50.781229626,11691,70337,1280.3,2.3045
14044,2026-01-28 07:05:44.285282483,11696,70367,181.51,0.3267
14045,2025-12-11 11:03:08.496161437,11697,70370,150.17,0.2703
14046,2026-01-25 08:52:30.913257794,11698,70377,98.44,0.1772
14047,2026-01-19 06:05:34.921403838,11700,70388,145.95,0.2627
14048,2026-01-25 21:19:41.162721174,11701,70390,174.91,0.3148
14049,2026-01-16 11:23:45.124254561,11701,70392,152.78,0.275
14050,2026-01-15 22:36:01.646590055,11701,70394,47.83,0.0861
14051,2026-01-07 15:02:53.707446304,11703,70401,368.25,0.6628
14052,2025-12-15 20:21:52.199822251,11707,70421,10.61,0.0191
14053,2025-12-18 07:38:25.659051310,11707,70422,618.68,1.1136
14054,2026-01-10 15:17:45.029276810,11708,70423,2816.55,5.0698
14055,2026-01-23 01:18:20.237133226,11708,70426,247.87,0.4462
14056,2025-12-22 02:57:30.389731808,11712,70445,41.48,0.0747
14057,2026-01-21 02:52:40.370880710,11713,70454,47.27,0.0851
14058,2026-01-28 03:35:17.464408803,11713,70456,306.72,0.5521
14059,2026-01-23 04:15:54.653153869,11714,70461,271.0,0.4878
14060,2026-01-17 10:57:14.628008262,11715,70465,269.45,0.485
14061,2025-12-22 13:48:18.007962183,11716,70467,9.67,0.0174
14062,2026-01-28 15:24:26.011650008,11716,70471,13.69,0.0246
14063,2026-01-17 04:52:14.728679502,11718,70478,44.26,0.0797
14064,2026-01-20 21:22:51.570011142,11719,70485,383.51,0.6903
14065,2026-01-08 01:22:29.508804427,11719,70487,16.07,0.0289
14066,2026-01-09 15:58:00.724320957,11719,70488,484.87,0.8728
14067,2026-01-04 06:54:32.893863549,11719,70489,163.31,0.294
14068,2026-01-01 06:51:55.981998039,11721,70498,306.22,0.5512
14069,2026-01-05 20:01:55.472111572,11721,70500,605.24,1.0894
14070,2026-01-16 07:40:46.041864334,11722,70509,242.18,0.4359
14071,2025-11-11 11:55:53.114780661,11722,70513,365.97,0.6587
14072,2026-01-11 17:48:48.512119819,11722,70515,86.15,0.1551
14073,2025-12-18 16:51:50.534170823,11723,70521,912.43,1.6424
14074,2025-11-28 03:09:22.267768697,11724,70531,99.17,0.1785
14075,2026-01-21 03:50:27.402804365,11725,70535,895.32,1.6116
14076,2026-01-25 07:13:13.162266602,11725,70536,258.56,0.4654
14077,2026-01-19 13:18:50.041405801,11725,70537,59.21,0.1066
14078,2026-01-18 01:08:27.427393264,11729,70553,140.79,0.2534
14079,2025-12-10 11:41:37.733824349,11730,70560,686.51,1.2357
14080,2025-11-30 04:24:38.051759877,11731,70564,193.93,0.3491
14081,2025-11-13 04:31:42.945165560,11732,70569,218.13,0.3926
14082,2026-01-27 10:01:44.280937736,11734,70582,98.3,0.1769
14083,2026-01-19 16:13:59.525955652,11734,70583,30.53,0.055
14084,2026-01-12 16:00:09.060497330,11734,70584,381.62,0.6869
14085,2025-12-31 11:19:47.578074859,11735,70585,192.0,0.3456
14086,2026-01-15 18:32:47.019613925,11737,70594,49.34,0.0888
14087,2025-12-26 14:33:44.918506945,11738,70607,353.46,0.6362
14088,2025-12-14 05:29:19.234472547,11739,70610,246.76,0.4442
14089,2025-12-21 13:39:12.608302437,11740,70611,12.0,0.0216
14090,2026-01-25 08:40:03.565528909,11741,70617,94.71,0.1705
14091,2026-01-20 06:45:52.365758603,11742,70626,37.19,0.0669
14092,2025-10-22 17:59:04.176141033,11742,70627,88.39,0.1591
14093,2025-11-17 10:03:02.345126852,11742,70629,94.15,0.1695
14094,2025-11-06 05:54:36.108126040,11742,70630,198.94,0.3581
14095,2025-12-05 15:53:31.538487160,11743,70633,476.28,0.8573
14096,2025-12-13 07:15:29.999624131,11743,70636,258.81,0.4659
14097,2026-01-05 01:34:25.005405526,11744,70641,11.19,0.0201
14098,2026-01-22 09:03:02.188791535,11744,70642,102.02,0.1836
14099,2026-01-20 01:49:07.078496799,11744,70644,51.97,0.0935
14100,2025-12-07 09:53:14.157891910,11747,70659,50.9,0.0916
14101,2026-01-22 08:22:20.422457783,11748,70662,36.38,0.0655
14102,2025-11-01 20:47:01.407181730,11749,70667,294.08,0.5293
14103,2025-11-15 13:28:39.755823827,11749,70670,63.6,0.1145
14104,2025-10-11 04:25:28.359209419,11749,70671,282.44,0.5084
14105,2026-01-02 19:28:18.530590442,11750,70678,196.23,0.3532
14106,2025-11-05 18:43:21.753091928,11751,70680,324.58,0.5842
14107,2025-12-12 23:53:34.589780104,11752,70686,37.42,0.0674
14108,2025-11-12 14:41:50.958050686,11752,70687,61.75,0.1112
14109,2026-01-08 01:51:13.923176978,11752,70689,49.56,0.0892
14110,2025-12-11 14:50:14.360554426,11752,70690,15.1,0.0272
14111,2026-01-11 00:48:49.875135512,11754,70702,112.91,0.2032
14112,2026-01-21 20:07:14.162071759,11755,70708,124.44,0.224
14113,2026-01-22 21:53:20.844112013,11755,70709,738.06,1.3285
14114,2026-01-16 01:13:55.035610179,11756,70711,309.09,0.5564
14115,2026-01-10 07:56:36.075278238,11757,70719,97.99,0.1764
14116,2025-11-27 09:02:31.512752967,11758,70725,93.61,0.1685
14117,2025-12-13 13:51:10.060864228,11761,70741,23.1,0.0416
14118,2025-12-01 14:18:08.681208875,11762,70743,1003.56,1.8064
14119,2026-01-21 19:23:37.436437756,11763,70751,320.73,0.5773
14120,2026-01-25 10:26:02.723328241,11764,70753,103.54,0.1864
14121,2026-01-04 18:16:49.294080253,11767,70772,4.07,0.0073
14122,2025-10-19 01:48:47.415105076,11768,70777,68.6,0.1235
14123,2025-12-06 21:03:37.481760510,11768,70778,70.01,0.126
14124,2025-10-03 23:13:47.726229980,11768,70779,161.49,0.2907
14125,2025-12-08 03:05:20.677897304,11768,70781,46.13,0.083
14126,2026-01-25 17:24:37.359898513,11769,70786,83.8,0.1508
14127,2026-01-17 03:02:56.487915623,11769,70788,491.04,0.8839
14128,2026-01-22 13:12:35.226026679,11770,70789,170.69,0.3072
14129,2026-01-17 19:36:47.815163720,11771,70797,442.1,0.7958
14130,2026-01-16 22:03:08.797801917,11773,70805,95.88,0.1726
14131,2026-01-16 19:27:21.458446275,11774,70809,189.55,0.3412
14132,2025-12-24 12:45:45.476254327,11774,70810,61.99,0.1116
14133,2025-12-13 20:30:58.604457870,11774,70813,61.38,0.1105
14134,2026-01-27 19:12:49.278993871,11775,70818,46.72,0.0841
14135,2026-01-20 22:15:41.311358383,11776,70821,22.22,0.04
14136,2025-11-25 01:35:18.144435867,11777,70828,716.12,1.289
14137,2025-12-20 07:33:47.618484170,11778,70831,44.14,0.0795
14138,2026-01-27 12:47:02.127932435,11780,70847,43.74,0.0787
14139,2026-01-27 21:59:00.785517485,11780,70848,52.15,0.0939
14140,2025-12-25 10:34:11.789303088,11781,70859,52.66,0.0948
14141,2026-01-26 03:34:06.461985356,11782,70860,230.32,0.4146
14142,2026-01-14 14:56:34.869650152,11782,70866,566.87,1.0204
14143,2026-01-09 07:01:21.140562569,11784,70881,76.79,0.1382
14144,2026-01-27 22:34:10.454080357,11787,70896,2258.78,4.0658
14145,2025-12-01 12:50:59.052784318,11791,70920,3598.3,6.4769
14146,2025-11-14 01:54:02.934327463,11791,70921,72.47,0.1304
14147,2026-01-17 04:34:05.197681401,11792,70923,160.47,0.2888
14148,2026-01-25 13:08:16.821313359,11792,70925,158.65,0.2856
14149,2026-01-27 04:39:42.641563707,11793,70927,603.61,1.0865
14150,2025-11-13 09:32:22.246093369,11795,70937,48.9,0.088
14151,2025-12-09 06:59:55.064255246,11797,70946,106.45,0.1916
14152,2025-11-13 21:06:51.394471050,11798,70954,1342.81,2.4171
14153,2025-11-04 22:48:55.906463857,11798,70956,57.0,0.1026
14154,2026-01-22 18:40:26.753799466,11800,70961,655.49,1.1799
14155,2025-12-20 21:44:46.213792314,11800,70966,913.06,1.6435
14156,2026-01-28 20:40:59.885260913,11802,70976,40.29,0.0725
14157,2026-01-09 02:00:29.288295250,11802,70977,602.68,1.0848
14158,2025-11-05 05:48:09.645762293,11803,70982,41.09,0.074
14159,2025-10-16 13:03:33.284466511,11803,70983,122.47,0.2204
14160,2026-01-28 23:56:56.403200700,11804,70988,313.11,0.5636
14161,2026-01-28 22:49:20.654824075,11804,70990,412.64,0.7428
14162,2026-01-28 22:33:42.740932497,11804,70993,42.61,0.0767
14163,2026-01-28 23:21:45.772740973,11804,70994,211.82,0.3813
14164,2025-12-28 02:10:00.242746208,11805,70996,338.47,0.6092
14165,2026-01-25 06:27:08.980447958,11805,70999,338.0,0.6084
14166,2025-12-07 07:26:49.509639042,11806,71007,136.34,0.2454
14167,2026-01-24 22:40:42.053220624,11807,71015,127.78,0.23
14168,2026-01-27 06:31:22.241575324,11807,71017,206.12,0.371
14169,2026-01-17 21:05:12.825606229,11808,71019,200.85,0.3615
14170,2026-01-10 21:55:18.176150909,11809,71021,190.52,0.3429
14171,2025-12-24 16:37:49.376730467,11809,71022,927.8,1.67
14172,2026-01-03 08:34:30.785258754,11809,71026,203.62,0.3665
14173,2025-12-23 04:51:45.138101390,11809,71032,133.81,0.2409
14174,2025-11-24 02:53:05.849232997,11811,71041,740.05,1.3321
14175,2026-01-26 07:15:21.118730379,11812,71047,278.43,0.5012
14176,2026-01-05 14:14:30.020233618,11812,71051,65.05,0.1171
14177,2026-01-23 18:48:39.086298304,11813,71057,843.27,1.5179
14178,2026-01-13 10:31:18.108133696,11816,71076,163.89,0.295
14179,2026-01-11 09:02:10.998175201,11816,71079,32.54,0.0586
14180,2026-01-26 05:27:58.198848265,11817,71080,109.22,0.1966
14181,2025-12-15 23:37:53.087144314,11817,71083,87.67,0.1578
14182,2025-11-22 14:44:43.288272000,11818,71085,153.0,0.2754
14183,2025-12-26 21:24:53.708030124,11819,71090,128.54,0.2314
14184,2025-11-28 23:14:10.018329439,11819,71092,506.1,0.911
14185,2026-01-02 18:07:01.237728409,11819,71093,255.52,0.4599
14186,2025-11-18 08:17:14.150674976,11819,71094,57.26,0.1031
14187,2026-01-28 13:40:09.288300092,11819,71095,197.68,0.3558
14188,2026-01-17 05:58:08.977789060,11822,71117,27.75,0.05
14189,2026-01-18 08:29:11.163888860,11823,71123,33.98,0.0612
14190,2025-12-18 07:25:53.896368262,11824,71130,86.7,0.1561
14191,2025-11-22 12:27:39.893600807,11824,71133,28.91,0.052
14192,2025-10-23 02:14:20.199979424,11825,71139,98.85,0.1779
14193,2025-11-26 22:04:51.047142580,11826,71142,55.38,0.0997
14194,2026-01-18 18:24:05.024285533,11827,71147,142.04,0.2557
14195,2026-01-22 12:59:27.727699653,11827,71148,48.73,0.0877
14196,2026-01-28 04:29:25.056452299,11827,71150,72.07,0.1297
14197,2025-11-07 14:55:41.273131284,11828,71153,265.35,0.4776
14198,2025-12-17 23:58:57.310446214,11828,71158,18.72,0.0337
14199,2025-11-14 21:28:45.344118725,11828,71159,295.45,0.5318
14200,2025-11-28 15:26:18.961603187,11830,71167,89.35,0.1608
14201,2025-12-18 00:10:19.693306099,11830,71168,59.41,0.1069
14202,2025-12-10 18:50:21.386161986,11831,71170,19.31,0.0348
14203,2025-10-30 08:02:00.248979929,11832,71177,348.57,0.6274
14204,2025-10-29 13:50:00.914501288,11832,71182,95.26,0.1715
14205,2025-12-16 13:19:34.323140549,11832,71185,89.34,0.1608
14206,2026-01-28 11:56:35.387069566,11833,71186,494.73,0.8905
14207,2025-12-06 20:30:25.927648165,11833,71187,626.18,1.1271
14208,2026-01-24 06:00:38.529833227,11834,71198,573.93,1.0331
14209,2026-01-10 02:17:46.096674623,11836,71210,338.99,0.6102
14210,2026-01-19 15:51:29.646162771,11836,71211,247.6,0.4457
14211,2025-12-31 23:57:18.846135061,11836,71212,70.85,0.1275
14212,2025-12-22 06:14:59.639129101,11838,71222,219.04,0.3943
14213,2026-01-24 12:26:32.935921141,11839,71223,98.79,0.1778
14214,2026-01-05 07:57:01.853367881,11840,71228,29.33,0.0528
14215,2026-01-19 01:53:13.268523841,11840,71231,51.34,0.0924
14216,2026-01-17 17:46:24.381442427,11842,71238,1425.88,2.5666
14217,2026-01-20 05:32:41.342705326,11844,71247,24.74,0.0445
14218,2026-01-26 05:14:42.134842810,11844,71249,160.03,0.2881
14219,2026-01-05 01:14:50.611965070,11846,71256,525.72,0.9463
14220,2026-01-28 01:08:17.019753102,11847,71269,256.3,0.4613
14221,2026-01-28 15:13:53.408930701,11847,71270,120.14,0.2163
14222,2026-01-07 13:20:44.080345894,11848,71273,113.57,0.2044
14223,2026-01-13 13:38:31.326311623,11848,71275,495.19,0.8913
14224,2025-12-31 06:02:37.970071613,11848,71278,58.43,0.1052
14225,2026-01-23 10:29:22.445205710,11853,71298,87.43,0.1574
14226,2026-01-07 16:51:34.397648769,11854,71302,367.79,0.662
14227,2026-01-22 16:41:46.769822540,11854,71306,2543.51,4.5783
14228,2026-01-11 07:33:19.150180514,11855,71313,39.07,0.0703
14229,2025-12-28 04:19:27.631751890,11855,71315,339.84,0.6117
14230,2025-10-31 22:47:24.912300012,11856,71317,18.12,0.0326
14231,2026-01-21 09:58:28.344704873,11857,71323,149.27,0.2687
14232,2026-01-07 05:57:50.552515943,11857,71325,775.02,1.395
14233,2025-12-12 23:35:07.195589171,11857,71326,69.82,0.1257
14234,2026-01-22 15:26:25.761420732,11858,71329,101.12,0.182
14235,2025-12-25 06:39:54.913664694,11858,71332,171.44,0.3086
14236,2026-01-19 19:34:58.188429459,11858,71337,64.97,0.1169
14237,2026-01-22 09:52:56.026255725,11858,71339,350.5,0.6309
14238,2026-01-16 01:47:32.439979235,11859,71341,73.43,0.1322
14239,2026-01-20 03:58:08.484961950,11859,71342,28.24,0.0508
14240,2026-01-22 23:23:53.681906440,11859,71344,45.05,0.0811
14241,2025-10-20 08:19:57.108695221,11860,71346,290.5,0.5229
14242,2025-10-25 23:37:55.868680281,11860,71347,101.52,0.1827
14243,2025-12-26 19:40:51.063329429,11861,71349,921.88,1.6594
14244,2026-01-17 08:13:23.673425669,11864,71368,158.91,0.286
14245,2026-01-24 12:22:43.030077453,11866,71372,218.59,0.3935
14246,2025-12-05 11:54:24.876824727,11866,71375,229.97,0.4139
14247,2026-01-02 06:36:59.129796676,11866,71376,32.08,0.0577
14248,2026-01-28 14:39:36.056655434,11868,71393,26.34,0.0474
14249,2025-12-11 02:25:01.874008093,11869,71395,54.84,0.0987
14250,2025-11-26 00:06:53.868051424,11869,71397,442.69,0.7968
14251,2025-11-26 17:49:21.430958406,11869,71398,331.94,0.5975
14252,2025-10-31 03:06:56.374595116,11870,71399,196.9,0.3544
14253,2025-12-26 10:40:51.198664305,11870,71400,37.74,0.0679
14254,2025-11-15 07:46:34.560297962,11870,71401,144.15,0.2595
14255,2025-12-08 21:31:49.539339853,11871,71413,424.03,0.7633
14256,2026-01-13 22:33:26.376696226,11872,71418,261.69,0.471
14257,2026-01-26 11:31:11.800951445,11873,71420,149.91,0.2698
14258,2026-01-22 21:01:34.635947248,11873,71424,97.0,0.1746
14259,2026-01-28 10:35:20.795476435,11873,71426,420.12,0.7562
14260,2026-01-22 05:05:39.732879158,11874,71430,3.7,0.0067
14261,2025-12-14 06:36:41.231476349,11875,71439,230.95,0.4157
